target_format,syntax,line_item_structure,invoice_id,seller_id,buyer_id,issue_date,currency,subtotal,tax_amount,total_amount,seller_vat,buyer_vat,EndpointID,line_items,credit_note_status,VATID,line_items.invoice_lines,UEN,payment_reference,CompanyID,delivery_date,RegistrationNo
F_FACTURX,CII,nested,INV-TST-00032,SCHN-1663,MORE-7293,2024-01-23,EUR,19564.8,3717.31,23282.11,DE147956159,FRJP609322358,,,SUPPORTED,DE147956159,"[{'line': {'id': '1', 'item_details': {'description': 'Connector USB-C Female PCB', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Capacitor 100uF 50V MLCC', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'PCB Assembly 4-Layer', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Power Supply Module 24V/10A', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Power Supply Module 24V/10A', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Microcontroller STM32F407', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'EMI Shielding Gasket 100mm', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'LCD Display Module 7-inch', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'PCB Assembly 4-Layer', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'LCD Display Module 7-inch', 'price': 0, 'qty': 1}}}, {'line': {'id': '11', 'item_details': {'description': 'PCB Assembly 4-Layer', 'price': 0, 'qty': 1}}}, {'line': {'id': '12', 'item_details': {'description': 'Capacitor 100uF 50V MLCC', 'price': 0, 'qty': 1}}}, {'line': {'id': '13', 'item_details': {'description': 'Microcontroller STM32F407', 'price': 0, 'qty': 1}}}, {'line': {'id': '14', 'item_details': {'description': 'LCD Display Module 7-inch', 'price': 0, 'qty': 1}}}, {'line': {'id': '15', 'item_details': {'description': 'Heat Sink Aluminum 40x40x20', 'price': 0, 'qty': 1}}}]",,,,,
F_PEPPOL,UBL,nested,INV-TST-00033,BERN-5999,JANS-1121,2025-06-06,EUR,221321.42,44264.28,265585.7,FRWY000671585,BE0518220770,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Business Process Consulting', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Annual Financial Audit', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Assembly Group 3', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Assembly Group 4', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Legal Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Business Process Consulting', 'price': 0, 'qty': 1}}}]",,PAY-595468-00033,FRWY000671585,,
F_PINT_MY,UBL,nested,INV-TST-00034,MÜLL-1776,WIRA-2437,2024-01-31,MYR,32629.98,2284.1,34914.08,DE685,MY602830966712,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Document Shredder Cross-Cut', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'A4 Paper Premium 80gsm 500-Sheet', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Monitor Arm Dual VESA', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'LED Desk Lamp Adjustable', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'A4 Paper Premium 80gsm 500-Sheet', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Whiteboard Magnetic 120x90cm', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'LED Desk Lamp Adjustable', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'Whiteboard Magnetic 120x90cm', 'price': 0, 'qty': 1}}}, {'line': {'id': '11', 'item_details': {'description': 'Whiteboard Magnetic 120x90cm', 'price': 0, 'qty': 1}}}, {'line': {'id': '12', 'item_details': {'description': 'LED Desk Lamp Adjustable', 'price': 0, 'qty': 1}}}, {'line': {'id': '13', 'item_details': {'description': 'A4 Paper Premium 80gsm 500-Sheet', 'price': 0, 'qty': 1}}}, {'line': {'id': '14', 'item_details': {'description': 'Monitor Arm Dual VESA', 'price': 0, 'qty': 1}}}, {'line': {'id': '15', 'item_details': {'description': 'Whiteboard Magnetic 120x90cm', 'price': 0, 'qty': 1}}}]",,,,2024-02-26,DE685
F_PEPPOL,UBL,nested,INV-TST-00035,SELL-37814,BAKK-9202,2025-07-15,EUR,4732.97,567.96,5300.93,NO424059894MVA,NL039900431B35,,"[{'line_id': 1, 'description': 'Cloud Hosting Monthly', 'quantity': 2, 'unit': 'EA', 'unit_price': 443.02, 'line_total': 886.04}, {'line_id': 2, 'description': 'Server Rack Unit 42U', 'quantity': 3, 'unit': 'EA', 'unit_price': 1282.31, 'line_total': 3846.93}]",SUPPORTED,,,,PAY-879425-00035,NO424059894MVA,,
F_XREC_UBL,UBL,flat,INV-TST-00036,LEFE-2040,HOFF-5640,2025-05-05,EUR,147019.39,14701.94,161721.33,FRP8225374739,DE131133149,FRP8225374739,[],SUPPORTED,,,,,,,
F_XREC_UBL,UBL,flat,INV-TST-00037,LION-9282,FISC-5052,2025-11-30,EUR,833.61,0.0,833.61,SG690908397W,DE125254216,SG690908397W,[],SUPPORTED,,,,,,,
F_PEPPOL,UBL,nested,INV-TST-00038,GRUB-1507,VISS-4346,2024-09-09,EUR,82842.44,16568.49,99410.93,ATU40484343,NL627610053B73,,"[{'line_id': 1, 'description': 'Assembly Group 1', 'quantity': 1, 'unit': 'EA', 'unit_price': 67603.32, 'line_total': 67603.32, 'sub_items': [{'line_id': '1.1', 'description': 'Business Process Consulting', 'quantity': 8, 'unit': 'HUR', 'unit_price': 242.28, 'line_total': 1938.24}, {'line_id': '1.2', 'description': 'HR Recruitment Service', 'quantity': 18, 'unit': 'EA', 'unit_price': 3648.06, 'line_total': 65665.08}]}, {'line_id': 2, 'description': 'Legal Consultation', 'quantity': 52, 'unit': 'HUR', 'unit_price': 293.06, 'line_total': 15239.12}]",SUPPORTED,,,,PAY-569516-00038,ATU40484343,,
F_XREC_UBL,UBL,flat,INV-TST-00039,SELL-81879,KRÜG-1972,2025-08-09,EUR,23830.34,5957.58,29787.92,SE814036905555,DE544382984,SE814036905555,[],SUPPORTED,,,,,,,
F_FACTURX,CII,nested,INV-TST-00040,SCHM-9212,LEFE-5414,2025-08-08,EUR,230463.28,16132.43,246595.71,DE938375656,FRJJ691446826,,,SUPPORTED,DE938375656,"[{'line': {'id': '1', 'item_details': {'description': 'Software License Enterprise Annual', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'CAT6A Cable 305m Box', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Data Migration Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Data Migration Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'IT Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Software License Enterprise Annual', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'CAT6A Cable 305m Box', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'IT Consultation', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'Data Migration Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'SSD 1TB NVMe Enterprise', 'price': 0, 'qty': 1}}}, {'line': {'id': '11', 'item_details': {'description': 'SSD 1TB NVMe Enterprise', 'price': 0, 'qty': 1}}}, {'line': {'id': '12', 'item_details': {'description': 'SSD 1TB NVMe Enterprise', 'price': 0, 'qty': 1}}}, {'line': {'id': '13', 'item_details': {'description': 'Cybersecurity Audit', 'price': 0, 'qty': 1}}}, {'line': {'id': '14', 'item_details': {'description': 'Server Rack Unit 42U', 'price': 0, 'qty': 1}}}, {'line': {'id': '15', 'item_details': {'description': 'Cybersecurity Audit', 'price': 0, 'qty': 1}}}]",,,,,
F_PEPPOL,UBL,nested,INV-TST-00041,HOFF-7700,DE-6093,2024-05-10,EUR,69861.99,13273.78,83135.77,DE164024404,MISSING,,"[{'line_id': 1, 'description': 'Ergonomic Office Chair Pro', 'quantity': 95, 'unit': 'EA', 'unit_price': 420.16, 'line_total': 39915.2}, {'line_id': 2, 'description': 'Monitor Arm Dual VESA', 'quantity': 76, 'unit': 'EA', 'unit_price': 93.73, 'line_total': 7123.48}, {'line_id': 3, 'description': 'A4 Paper Premium 80gsm 500-Sheet', 'quantity': 11, 'unit': 'EA', 'unit_price': 6.57, 'line_total': 72.27}, {'line_id': 4, 'description': 'Ergonomic Office Chair Pro', 'quantity': 6, 'unit': 'EA', 'unit_price': 456.57, 'line_total': 2739.42}, {'line_id': 5, 'description': 'Assembly Group 5', 'quantity': 1, 'unit': 'EA', 'unit_price': 12929.08, 'line_total': 12929.08, 'sub_items': [{'line_id': '5.1', 'description': 'Document Shredder Cross-Cut', 'quantity': 41, 'unit': 'EA', 'unit_price': 229.9, 'line_total': 9425.9}, {'line_id': '5.2', 'description': 'Toner Cartridge Black HP 26A', 'quantity': 13, 'unit': 'EA', 'unit_price': 72.56, 'line_total': 943.28}, {'line_id': '5.3', 'description': 'Monitor Arm Dual VESA', 'quantity': 35, 'unit': 'EA', 'unit_price': 73.14, 'line_total': 2559.9}]}, {'line_id': 6, 'description': 'Assembly Group 6', 'quantity': 1, 'unit': 'EA', 'unit_price': 5347.35, 'line_total': 5347.35, 'sub_items': [{'line_id': '6.1', 'description': 'Whiteboard Magnetic 120x90cm', 'quantity': 43, 'unit': 'EA', 'unit_price': 77.73, 'line_total': 3342.39}, {'line_id': '6.2', 'description': 'LED Desk Lamp Adjustable', 'quantity': 48, 'unit': 'EA', 'unit_price': 41.77, 'line_total': 2004.96}]}, {'line_id': 7, 'description': 'Desk Organizer Set 5-Piece', 'quantity': 59, 'unit': 'EA', 'unit_price': 29.41, 'line_total': 1735.19}]",SUPPORTED,,,,PAY-364581-00041,DE164024404,,
F_XREC_UBL,UBL,flat,INV-TST-00042,DIJK-2716,SCHN-4927,2025-11-05,EUR,172166.75,36155.02,208321.77,NL570531048B98,DE654163239,NL570531048B98,[],SUPPORTED,,,,,,,
F_XREC_UBL,UBL,flat,INV-TST-00043,BAKK-6915,WEBE-7186,2024-09-01,EUR,191369.24,40187.54,231556.78,NL186020768B23,DE633981980,NL186020768B23,[],SUPPORTED,,,,,,,
F_PEPPOL,UBL,nested,INV-TST-00044,BAKK-5495,PEET-1747,2025-09-20,EUR,169056.0,35501.76,204557.76,NL060793879B65,BE0585400914,,,SUPPORTED,,"[{'line': {'id': '1', 'item_details': {'description': 'Translation Service EN-DE', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'HR Recruitment Service', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Business Process Consulting', 'price': 0, 'qty': 1}}}]",,PAY-744407-00044,NL060793879B65,,
F_PEPPOL,UBL,nested,INV-TST-00045,DUPO-6972,DIJK-8737,2025-03-31,EUR,36251.34,1993.82,38245.16,FRLP500013542,NL589921682B02,,"[{'line_id': 1, 'description': 'Hydraulic Cylinder HZ-400', 'quantity': 79, 'unit': 'EA', 'unit_price': 264.67, 'line_total': 20908.93}, {'line_id': 2, 'description': 'Stainless Steel Bolt M12x60', 'quantity': 78, 'unit': 'EA', 'unit_price': 1.67, 'line_total': 130.26}, {'line_id': 3, 'description': 'Pneumatic Actuator DA-63', 'quantity': 16, 'unit': 'EA', 'unit_price': 274.81, 'line_total': 4396.96}, {'line_id': 4, 'description': 'Assembly Group 4', 'quantity': 1, 'unit': 'EA', 'unit_price': 10701.01, 'line_total': 10701.01, 'sub_items': [{'line_id': '4.1', 'description': 'Precision Ground Shaft 25mm', 'quantity': 11, 'unit': 'MTR', 'unit_price': 110.28, 'line_total': 1213.08}, {'line_id': '4.2', 'description': 'Welding Wire 1.2mm 15kg', 'quantity': 50, 'unit': 'EA', 'unit_price': 77.72, 'line_total': 3886.0}, {'line_id': '4.3', 'description': 'Hydraulic Cylinder HZ-400', 'quantity': 21, 'unit': 'EA', 'unit_price': 219.83, 'line_total': 4616.43}, {'line_id': '4.4', 'description': 'Industrial Gasket Set DN50', 'quantity': 30, 'unit': 'EA', 'unit_price': 32.85, 'line_total': 985.5}]}, {'line_id': 5, 'description': 'Stainless Steel Bolt M12x60', 'quantity': 66, 'unit': 'EA', 'unit_price': 1.73, 'line_total': 114.18}]",SUPPORTED,,,,PAY-489945-00045,FRLP500013542,,
F_PEPPOL,UBL,nested,INV-TST-00046,KRÜG-9307,VISS-1123,2025-07-29,EUR,38308.5,7278.61,45587.11,DE301412743,NL032151076B21,,"[{'line_id': 1, 'description': 'Welding Wire 1.2mm 15kg', 'quantity': 31, 'unit': 'EA', 'unit_price': 66.86, 'line_total': 2072.66}, {'line_id': 2, 'description': 'Assembly Group 2', 'quantity': 1, 'unit': 'EA', 'unit_price': 1964.22, 'line_total': 1964.22, 'sub_items': [{'line_id': '2.1', 'description': 'Stainless Steel Bolt M12x60', 'quantity': 29, 'unit': 'EA', 'unit_price': 1.64, 'line_total': 47.56}, {'line_id': '2.2', 'description': 'Steel Sheet 2mm 1000x2000mm', 'quantity': 22, 'unit': 'EA', 'unit_price': 84.55, 'line_total': 1860.1}, {'line_id': '2.3', 'description': 'Stainless Steel Bolt M12x60', 'quantity': 28, 'unit': 'EA', 'unit_price': 2.02, 'line_total': 56.56}]}, {'line_id': 3, 'description': 'Precision Ground Shaft 25mm', 'quantity': 34, 'unit': 'MTR', 'unit_price': 112.17, 'line_total': 3813.78}, {'line_id': 4, 'description': 'Assembly Group 4', 'quantity': 1, 'unit': 'EA', 'unit_price': 24258.64, 'line_total': 24258.64, 'sub_items': [{'line_id': '4.1', 'description': 'Pneumatic Actuator DA-63', 'quantity': 34, 'unit': 'EA', 'unit_price': 305.25, 'line_total': 10378.5}, {'line_id': '4.2', 'description': 'Pneumatic Actuator DA-63', 'quantity': 41, 'unit': 'EA', 'unit_price': 338.54, 'line_total': 13880.14}]}, {'line_id': 5, 'description': 'CNC Machining Service', 'quantity': 36, 'unit': 'HUR', 'unit_price': 172.2, 'line_total': 6199.2}]",SUPPORTED,,,,PAY-183329-00046,DE301412743,,
F_FACTURX,CII,nested,INV-TST-00047,GRUB-9294,PETI-9782,2024-06-02,EUR,183646.89,36729.38,220376.27,ATU37293627,FRYJ326647363,,,SUPPORTED,ATU37293627,"[{'line': {'id': '1', 'item_details': {'description': 'Standing Desk Electric 160x80', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Ergonomic Office Chair Pro', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'LED Desk Lamp Adjustable', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Monitor Arm Dual VESA', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Desk Organizer Set 5-Piece', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'LED Desk Lamp Adjustable', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'A4 Paper Premium 80gsm 500-Sheet', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'Toner Cartridge Black HP 26A', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'A4 Paper Premium 80gsm 500-Sheet', 'price': 0, 'qty': 1}}}, {'line': {'id': '11', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}, {'line': {'id': '12', 'item_details': {'description': 'Filing Cabinet 4-Drawer Steel', 'price': 0, 'qty': 1}}}, {'line': {'id': '13', 'item_details': {'description': 'Whiteboard Magnetic 120x90cm', 'price': 0, 'qty': 1}}}, {'line': {'id': '14', 'item_details': {'description': 'Ergonomic Office Chair Pro', 'price': 0, 'qty': 1}}}, {'line': {'id': '15', 'item_details': {'description': 'Document Shredder Cross-Cut', 'price': 0, 'qty': 1}}}]",,,,,
F_XREC_UBL,UBL,flat,INV-TST-00048,WIRA-7354,SCHM-9714,2025-09-18,EUR,205363.58,0.0,205363.58,MY46223126798,DE466468683,MY46223126798,[],SUPPORTED,,,,,,,
F_XREC_UBL,UBL,flat,INV-TST-00049,SELL-61336,HOFF-5834,2025-02-12,EUR,39513.8,4741.66,44255.46,SE626730451793,DE853718875,SE626730451793,[],SUPPORTED,,,,,,,
F_FACTURX,CII,nested,INV-TST-00050,VISS-6955,MORE-4708,2025-01-03,EUR,11873.01,2493.33,14366.34,NL209973496B34,FRTK650786366,,,SUPPORTED,NL209973496B34,"[{'line': {'id': '1', 'item_details': {'description': 'Power Supply Module 24V/10A', 'price': 0, 'qty': 1}}}, {'line': {'id': '2', 'item_details': {'description': 'Connector USB-C Female PCB', 'price': 0, 'qty': 1}}}, {'line': {'id': '3', 'item_details': {'description': 'Thermal Paste Arctic MX-6 4g', 'price': 0, 'qty': 1}}}, {'line': {'id': '4', 'item_details': {'description': 'Wire Harness Custom 12-Pin', 'price': 0, 'qty': 1}}}, {'line': {'id': '5', 'item_details': {'description': 'Power Supply Module 24V/10A', 'price': 0, 'qty': 1}}}, {'line': {'id': '6', 'item_details': {'description': 'Heat Sink Aluminum 40x40x20', 'price': 0, 'qty': 1}}}, {'line': {'id': '7', 'item_details': {'description': 'Connector USB-C Female PCB', 'price': 0, 'qty': 1}}}, {'line': {'id': '8', 'item_details': {'description': 'Power Supply Module 24V/10A', 'price': 0, 'qty': 1}}}, {'line': {'id': '9', 'item_details': {'description': 'LCD Display Module 7-inch', 'price': 0, 'qty': 1}}}, {'line': {'id': '10', 'item_details': {'description': 'Capacitor 100uF 50V MLCC', 'price': 0, 'qty': 1}}}]",,,,,
F_XREC_UBL,UBL,flat,INV-TST-00051,DE-4771,BAUE-9192,2024-09-19,EUR,152224.21,13700.18,165924.39,NL533932531B45,DE365600078,NL533932531B45,[],SUPPORTED,,,,,,,
F_PINT_SG,UBL,flat,INV-TST-00052,HARM-2899,LION-6764,2025-01-25,SGD,64897.05,3893.82,68790.87,MY2185919130,SG313992257T,,[],SUPPORTED,,,MY2185919130,,,,
F_PINT_SG,UBL,flat,INV-TST-00053,SELL-46022,ORCH-7781,2025-10-17,SGD,7287.52,874.5,8162.02,NO370964729MVA,SG577739078U,,[],SUPPORTED,,,NO370964729MVA,,,,
F_PEPPOL,UBL,nested,INV-TST-00054,DUPO-8263,,2025-02-01,EUR,232055.38,23205.54,255260.92,FRK3762071025,NL767639548B46,,"[{'line_id': 1, 'description': 'Translation Service EN-DE', 'quantity': 78, 'unit': 'EA', 'unit_price': 0.01, 'line_total': 0.78}, {'line_id': 2, 'description': 'Tax Advisory Session', 'quantity': 49, 'unit': 'HUR', 'unit_price': 18.06, 'line_total': 884.94}, {'line_id': 3, 'description': 'Quality Management Certification', 'quantity': 45, 'unit': 'EA', 'unit_price': 372.98, 'line_total': 16784.1}, {'line_id': 4, 'description': 'Assembly Group 4', 'quantity': 1, 'unit': 'EA', 'unit_price': 17086.7, 'line_total': 17086.7, 'sub_items': [{'line_id': '4.1', 'description': 'HR Recruitment Service', 'quantity': 11, 'unit': 'EA', 'unit_price': 3825.68, 'line_total': 42082.48}, {'line_id': '4.2', 'description': 'Quality Management Certification', 'quantity': 30, 'unit': 'EA', 'unit_price': 5395.88, 'line_total': 161876.4}, {'line_id': '4.3', 'description': 'Annual Financial Audit', 'quantity': 2, 'unit': 'EA', 'unit_price': 10172.35, 'line_total': 20344.7}]}, {'line_id': 5, 'description': 'Assembly Group 5', 'quantity': 1, 'unit': 'EA', 'unit_price': 7333.82, 'line_total': 7333.82, 'sub_items': [{'line_id': '5.1', 'description': 'Legal Consultation', 'quantity': 15, 'unit': 'HUR', 'unit_price': 283.47, 'line_total': 4252.05}, {'line_id': '5.2', 'description': 'Compliance Training Workshop', 'quantity': 47, 'unit': 'EA', 'unit_price': 1957.91, 'line_total': 92021.77}]}, {'line_id': 6, 'description': 'Quality Management Certification', 'quantity': 35, 'unit': 'EA', 'unit_price': 330.15, 'line_total': 11555.25}, {'line_id': 7, 'description': 'Business Process Consulting', 'quantity': 100, 'unit': 'HUR', 'unit_price': 20.02, 'line_total': 2002.0}, {'line_id': 8, 'description': 'Patent Filing Service', 'quantity': 19, 'unit': 'EA', 'unit_price': 381.36, 'line_total': 7245.84}, {'line_id': 9, 'description': 'Annual Financial Audit', 'quantity': 82, 'unit': 'EA', 'unit_price': 722.8, 'line_total': 59269.6}, {'line_id': 10, 'description': 'Assembly Group 10', 'quantity': 1, 'unit': 'EA', 'unit_price': 21937.67, 'line_total': 21937.67, 'sub_items': [{'line_id': '10.1', 'description': 'HR Recruitment Service', 'quantity': 36, 'unit': 'EA', 'unit_price': 3222.65, 'line_total': 116015.4}, {'line_id': '10.2', 'description': 'Patent Filing Service', 'quantity': 47, 'unit': 'EA', 'unit_price': 3560.55, 'line_total': 167345.85}, {'line_id': '10.3', 'description': 'Translation Service EN-DE', 'quantity': 37, 'unit': 'EA', 'unit_price': 0.1, 'line_total': 3.7}, {'line_id': '10.4', 'description': 'Tax Advisory Session', 'quantity': 18, 'unit': 'HUR', 'unit_price': 256.62, 'line_total': 4619.16}]}, {'line_id': 11, 'description': 'Annual Financial Audit', 'quantity': 2, 'unit': 'EA', 'unit_price': 709.6, 'line_total': 1419.2}, {'line_id': 12, 'description': 'Quality Management Certification', 'quantity': 21, 'unit': 'EA', 'unit_price': 389.95, 'line_total': 8188.95}, {'line_id': 13, 'description': 'Assembly Group 13', 'quantity': 1, 'unit': 'EA', 'unit_price': 17602.61, 'line_total': 17602.61, 'sub_items': [{'line_id': '13.1', 'description': 'Tax Advisory Session', 'quantity': 36, 'unit': 'HUR', 'unit_price': 291.16, 'line_total': 10481.76}, {'line_id': '13.2', 'description': 'HR Recruitment Service', 'quantity': 37, 'unit': 'EA', 'unit_price': 3302.57, 'line_total': 122195.09}, {'line_id': '13.3', 'description': 'Annual Financial Audit', 'quantity': 13, 'unit': 'EA', 'unit_price': 7569.17, 'line_total': 98399.21}]}, {'line_id': 14, 'description': 'Compliance Training Workshop', 'quantity': 60, 'unit': 'EA', 'unit_price': 144.93, 'line_total': 8695.8}, {'line_id': 15, 'description': 'Business Process Consulting', 'quantity': 87, 'unit': 'HUR', 'unit_price': 23.38, 'line_total': 2034.06}, {'line_id': 16, 'description': 'Legal Consultation', 'quantity': 78, 'unit': 'HUR', 'unit_price': 22.37, 'line_total': 1744.86}, {'line_id': 17, 'description': 'HR Recruitment Service', 'quantity': 31, 'unit': 'EA', 'unit_price': 299.47, 'line_total': 9283.57}, {'line_id': 18, 'description': 'Legal Consultation', 'quantity': 42, 'unit': 'HUR', 'unit_price': 20.92, 'line_total': 878.64}, {'line_id': 19, 'description': 'Compliance Training Workshop', 'quantity': 49, 'unit': 'EA', 'unit_price': 129.33, 'line_total': 6337.17}, {'line_id': 20, 'description': 'Assembly Group 20', 'quantity': 1, 'unit': 'EA', 'unit_price': 31136.18, 'line_total': 31136.18, 'sub_items': [{'line_id': '20.1', 'description': 'Annual Financial Audit', 'quantity': 45, 'unit': 'EA', 'unit_price': 8836.65, 'line_total': 397649.25}, {'line_id': '20.2', 'description': 'Tax Advisory Session', 'quantity': 44, 'unit': 'HUR', 'unit_price': 251.98, 'line_total': 11087.12}]}, {'line_id': 21, 'description': 'Business Process Consulting', 'quantity': 28, 'unit': 'HUR', 'unit_price': 22.63, 'line_total': 633.64}]",SUPPORTED,,,,PAY-411850-00054,FRK3762071025,,
