invoice_id,source_format,target_country,seller_id,buyer_id,issue_date,currency,subtotal,tax_rate,tax_amount,total_amount,line_items_json,seller_vat,buyer_vat,payment_reference,delivery_date,corrected_fields
INV-TST-00024,xrechnung_ubl,NL,BAUE-3319,BAKK-9913,2024-12-12,EUR,4778.42,0.07,334.49,5112.91,"[{""line_id"": 1, ""description"": ""Capacitor 100uF 50V MLCC"", ""quantity"": 49, ""unit"": ""EA"", ""unit_price"": 0.15, ""line_total"": 7.35}, {""line_id"": 2, ""description"": ""PCB Assembly 4-Layer"", ""quantity"": 17, ""unit"": ""EA"", ""unit_price"": 8.78, ""line_total"": 149.26}, {""line_id"": 3, ""description"": ""Assembly Group 3"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 3538.8, ""line_total"": 3538.8, ""sub_items"": [{""line_id"": ""3.1"", ""description"": ""Heat Sink Aluminum 40x40x20"", ""quantity"": 30, ""unit"": ""EA"", ""unit_price"": 3.96, ""line_total"": 118.8}, {""line_id"": ""3.2"", ""description"": ""Power Supply Module 24V/10A"", ""quantity"": 48, ""unit"": ""EA"", ""unit_price"": 71.25, ""line_total"": 3420.0}]}, {""line_id"": 4, ""description"": ""Assembly Group 4"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 1083.01, ""line_total"": 1083.01, ""sub_items"": [{""line_id"": ""4.1"", ""description"": ""Capacitor 100uF 50V MLCC"", ""quantity"": 39, ""unit"": ""EA"", ""unit_price"": 0.13, ""line_total"": 5.07}, {""line_id"": ""4.2"", ""description"": ""Wire Harness Custom 12-Pin"", ""quantity"": 50, ""unit"": ""EA"", ""unit_price"": 12.62, ""line_total"": 631.0}, {""line_id"": ""4.3"", ""description"": ""Connector USB-C Female PCB"", ""quantity"": 18, ""unit"": ""EA"", ""unit_price"": 1.29, ""line_total"": 23.22}, {""line_id"": ""4.4"", ""description"": ""Microcontroller STM32F407"", ""quantity"": 44, ""unit"": ""EA"", ""unit_price"": 9.63, ""line_total"": 423.72}]}]",DE553177380,NL612956390B83,PAY-696740-00024,2024-12-16,{}
INV-TST-00025,nlcius,BE,DIJK-5974,PEET-6830,2024-04-30,EUR,183493.6,0.21,38533.66,222027.26,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Network Switch 48-Port PoE+"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""IT Consultation"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""CAT6A Cable 305m Box"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""IT Consultation"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""Assembly Group 5"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""6"", ""item_details"": {""description"": ""Software License Enterprise Annual"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""7"", ""item_details"": {""description"": ""Network Switch 48-Port PoE+"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""8"", ""item_details"": {""description"": ""Data Migration Service"", ""price"": 0, ""qty"": 1}}}]}",NL344844751B37,BE0139372595,PAY-344976-00025,2024-05-13,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00026,peppol_bis_3,DE,SELL-74975,FISC-2890,2025-07-19,EUR,141783.04,0.06,8506.98,150290.02,"[{""line_id"": 1, ""description"": ""Cybersecurity Audit"", ""quantity"": 56, ""unit"": ""EA"", ""unit_price"": 1920.04, ""line_total"": 107522.24}, {""line_id"": 2, ""description"": ""Network Switch 48-Port PoE+"", ""quantity"": 98, ""unit"": ""EA"", ""unit_price"": 349.6, ""line_total"": 34260.8}]",SE934207968134,DE958478631,PAY-436039-00026,2025-08-16,{}
INV-TST-00027,xrechnung_ubl,FR,FISC-9889,MORE-5859,2025-04-21,EUR,8959.42,0.19,1702.29,10661.71,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Precision Ground Shaft 25mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Steel Sheet 2mm 1000x2000mm"", ""price"": 0, ""qty"": 1}}}]}",DE706295333,FRHH867679028,PAY-249614-00027,2025-05-07,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00028,pint_my,SG,HARM-8173,ORCH-2250,2024-02-06,SGD,11262.21,0.0,0.0,11262.21,"[{""line_id"": 1, ""description"": ""Hydraulic Cylinder HZ-400"", ""quantity"": 52, ""unit"": ""EA"", ""unit_price"": 198.85, ""line_total"": 10340.2}, {""line_id"": 2, ""description"": ""Industrial Gasket Set DN50"", ""quantity"": 23, ""unit"": ""EA"", ""unit_price"": 31.03, ""line_total"": 713.69}, {""line_id"": 3, ""description"": ""Ball Bearing SKF 6205-2RS"", ""quantity"": 14, ""unit"": ""EA"", ""unit_price"": 14.88, ""line_total"": 208.32}]",MY14668441293,SG930231593X,PAY-765451-00028,2024-02-09,{}
INV-TST-00029,pint_my,DE,PERD-3771,WEBE-1624,2025-11-06,EUR,6539.09,0.1,653.91,7193.0,"[{""line_id"": 1, ""description"": ""Connector USB-C Female PCB"", ""quantity"": 46, ""unit"": ""EA"", ""unit_price"": 1.19, ""line_total"": 54.74}, {""line_id"": 2, ""description"": ""Capacitor 100uF 50V MLCC"", ""quantity"": 8, ""unit"": ""EA"", ""unit_price"": 0.14, ""line_total"": 1.12}, {""line_id"": 3, ""description"": ""PCB Assembly 4-Layer"", ""quantity"": 62, ""unit"": ""EA"", ""unit_price"": 8.21, ""line_total"": 509.02}, {""line_id"": 4, ""description"": ""Assembly Group 4"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 175.9, ""line_total"": 175.9, ""sub_items"": [{""line_id"": ""4.1"", ""description"": ""Thermal Paste Arctic MX-6 4g"", ""quantity"": 5, ""unit"": ""EA"", ""unit_price"": 8.75, ""line_total"": 43.75}, {""line_id"": ""4.2"", ""description"": ""EMI Shielding Gasket 100mm"", ""quantity"": 15, ""unit"": ""EA"", ""unit_price"": 8.81, ""line_total"": 132.15}]}, {""line_id"": 5, ""description"": ""Heat Sink Aluminum 40x40x20"", ""quantity"": 19, ""unit"": ""EA"", ""unit_price"": 4.44, ""line_total"": 84.36}, {""line_id"": 6, ""description"": ""Thermal Paste Arctic MX-6 4g"", ""quantity"": 99, ""unit"": ""EA"", ""unit_price"": 10.47, ""line_total"": 1036.53}, {""line_id"": 7, ""description"": ""LCD Display Module 7-inch"", ""quantity"": 79, ""unit"": ""EA"", ""unit_price"": 50.39, ""line_total"": 3980.81}, {""line_id"": 8, ""description"": ""Capacitor 100uF 50V MLCC"", ""quantity"": 52, ""unit"": ""EA"", ""unit_price"": 0.13, ""line_total"": 6.76}, {""line_id"": 9, ""description"": ""Thermal Paste Arctic MX-6 4g"", ""quantity"": 63, ""unit"": ""EA"", ""unit_price"": 10.95, ""line_total"": 689.85}]",MY0358944175,DE891289429,PAY-970857-00029,2025-11-19,{}
INV-TST-00030,xrechnung_ubl,NL,SCHN-9789,BAKK-4820,2024-01-05,EUR,4130.28,0.07,289.12,4419.4,"[{""line_id"": 1, ""description"": ""PCB Assembly 4-Layer"", ""quantity"": 68, ""unit"": ""EA"", ""unit_price"": 7.57, ""line_total"": 514.76}, {""line_id"": 2, ""description"": ""Capacitor 100uF 50V MLCC"", ""quantity"": 61, ""unit"": ""EA"", ""unit_price"": 0.14, ""line_total"": 8.54}, {""line_id"": 3, ""description"": ""Assembly Group 3"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 1828.78, ""line_total"": 1828.78, ""sub_items"": [{""line_id"": ""3.1"", ""description"": ""LCD Display Module 7-inch"", ""quantity"": 39, ""unit"": ""EA"", ""unit_price"": 41.01, ""line_total"": 1599.39}, {""line_id"": ""3.2"", ""description"": ""EMI Shielding Gasket 100mm"", ""quantity"": 30, ""unit"": ""EA"", ""unit_price"": 7.55, ""line_total"": 226.5}, {""line_id"": ""3.3"", ""description"": ""Capacitor 100uF 50V MLCC"", ""quantity"": 17, ""unit"": ""EA"", ""unit_price"": 0.17, ""line_total"": 2.89}]}, {""line_id"": 4, ""description"": ""Assembly Group 4"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 1740.58, ""line_total"": 1740.58, ""sub_items"": [{""line_id"": ""4.1"", ""description"": ""LCD Display Module 7-inch"", ""quantity"": 22, ""unit"": ""EA"", ""unit_price"": 45.5, ""line_total"": 1001.0}, {""line_id"": ""4.2"", ""description"": ""Wire Harness Custom 12-Pin"", ""quantity"": 5, ""unit"": ""EA"", ""unit_price"": 15.82, ""line_total"": 79.1}, {""line_id"": ""4.3"", ""description"": ""Wire Harness Custom 12-Pin"", ""quantity"": 35, ""unit"": ""EA"", ""unit_price"": 17.92, ""line_total"": 627.2}, {""line_id"": ""4.4"", ""description"": ""Connector USB-C Female PCB"", ""quantity"": 32, ""unit"": ""EA"", ""unit_price"": 1.04, ""line_total"": 33.28}]}, {""line_id"": 5, ""description"": ""Connector USB-C Female PCB"", ""quantity"": 33, ""unit"": ""EA"", ""unit_price"": 1.14, ""line_total"": 37.62}]",DE018333194,NL021530662B66,PAY-165008-00030,2024-01-25,{}
INV-TST-00031,xrechnung_cii,NL,WEBE-5740,VISS-3818,2025-08-29,EUR,5117.94,0.19,972.41,6090.35,"[{""line_id"": 1, ""description"": ""Assembly Group 1"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 1320.0, ""line_total"": 1320.0, ""sub_items"": [{""line_id"": ""1.1"", ""description"": ""Heat Sink Aluminum 40x40x20"", ""quantity"": 23, ""unit"": ""EA"", ""unit_price"": 3.89, ""line_total"": 89.47}, {""line_id"": ""1.2"", ""description"": ""Power Supply Module 24V/10A"", ""quantity"": 20, ""unit"": ""EA"", ""unit_price"": 57.62, ""line_total"": 1152.4}, {""line_id"": ""1.3"", ""description"": ""Connector USB-C Female PCB"", ""quantity"": 48, ""unit"": ""EA"", ""unit_price"": 1.42, ""line_total"": 68.16}, {""line_id"": ""1.4"", ""description"": ""PCB Assembly 4-Layer"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 9.97, ""line_total"": 9.97}]}, {""line_id"": 2, ""description"": ""Thermal Paste Arctic MX-6 4g"", ""quantity"": 59, ""unit"": ""EA"", ""unit_price"": 11.31, ""line_total"": 667.29}, {""line_id"": 3, ""description"": ""Assembly Group 3"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 419.8, ""line_total"": 419.8, ""sub_items"": [{""line_id"": ""3.1"", ""description"": ""Heat Sink Aluminum 40x40x20"", ""quantity"": 38, ""unit"": ""EA"", ""unit_price"": 3.48, ""line_total"": 132.24}, {""line_id"": ""3.2"", ""description"": ""Microcontroller STM32F407"", ""quantity"": 29, ""unit"": ""EA"", ""unit_price"": 9.74, ""line_total"": 282.46}, {""line_id"": ""3.3"", ""description"": ""Capacitor 100uF 50V MLCC"", ""quantity"": 34, ""unit"": ""EA"", ""unit_price"": 0.15, ""line_total"": 5.1}]}, {""line_id"": 4, ""description"": ""LCD Display Module 7-inch"", ""quantity"": 3, ""unit"": ""EA"", ""unit_price"": 45.92, ""line_total"": 137.76}, {""line_id"": 5, ""description"": ""LCD Display Module 7-inch"", ""quantity"": 49, ""unit"": ""EA"", ""unit_price"": 39.37, ""line_total"": 1929.13}, {""line_id"": 6, ""description"": ""Assembly Group 6"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 607.51, ""line_total"": 607.51, ""sub_items"": [{""line_id"": ""6.1"", ""description"": ""Heat Sink Aluminum 40x40x20"", ""quantity"": 17, ""unit"": ""EA"", ""unit_price"": 3.87, ""line_total"": 65.79}, {""line_id"": ""6.2"", ""description"": ""Heat Sink Aluminum 40x40x20"", ""quantity"": 28, ""unit"": ""EA"", ""unit_price"": 4.23, ""line_total"": 118.44}, {""line_id"": ""6.3"", ""description"": ""EMI Shielding Gasket 100mm"", ""quantity"": 40, ""unit"": ""EA"", ""unit_price"": 8.37, ""line_total"": 334.8}, {""line_id"": ""6.4"", ""description"": ""EMI Shielding Gasket 100mm"", ""quantity"": 14, ""unit"": ""EA"", ""unit_price"": 6.32, ""line_total"": 88.48}]}, {""line_id"": 7, ""description"": ""Connector USB-C Female PCB"", ""quantity"": 27, ""unit"": ""EA"", ""unit_price"": 1.35, ""line_total"": 36.45}]",DE030539420,NL483692637B00,PAY-135472-00031,2025-09-24,{}
INV-TST-00032,xrechnung_ubl,FR,SCHN-1663,MORE-7293,2024-01-23,EUR,19564.8,0.19,3717.31,23282.11,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Connector USB-C Female PCB"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Capacitor 100uF 50V MLCC"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""PCB Assembly 4-Layer"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""Power Supply Module 24V/10A"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""Power Supply Module 24V/10A"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""6"", ""item_details"": {""description"": ""Microcontroller STM32F407"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""7"", ""item_details"": {""description"": ""EMI Shielding Gasket 100mm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""8"", ""item_details"": {""description"": ""LCD Display Module 7-inch"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""9"", ""item_details"": {""description"": ""PCB Assembly 4-Layer"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""10"", ""item_details"": {""description"": ""LCD Display Module 7-inch"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""11"", ""item_details"": {""description"": ""PCB Assembly 4-Layer"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""12"", ""item_details"": {""description"": ""Capacitor 100uF 50V MLCC"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""13"", ""item_details"": {""description"": ""Microcontroller STM32F407"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""14"", ""item_details"": {""description"": ""LCD Display Module 7-inch"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""15"", ""item_details"": {""description"": ""Heat Sink Aluminum 40x40x20"", ""price"": 0, ""qty"": 1}}}]}",DE147956159,FRJP609322358,PAY-524721-00032,2024-01-27,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00033,facturx,BE,BERN-5999,JANS-1121,2025-06-06,EUR,221321.42,0.2,44264.28,265585.7,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Business Process Consulting"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Annual Financial Audit"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Assembly Group 3"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""Assembly Group 4"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""Legal Consultation"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""6"", ""item_details"": {""description"": ""Business Process Consulting"", ""price"": 0, ""qty"": 1}}}]}",FRWY000671585,BE0518220770,PAY-595468-00033,2025-06-22,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00034,xrechnung_ubl,MY,MÜLL-1776,WIRA-2437,2024-01-31,MYR,32629.98,0.07,2284.1,34914.08,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Filing Cabinet 4-Drawer Steel"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""Document Shredder Cross-Cut"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""A4 Paper Premium 80gsm 500-Sheet"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""Monitor Arm Dual VESA"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""LED Desk Lamp Adjustable"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""6"", ""item_details"": {""description"": ""A4 Paper Premium 80gsm 500-Sheet"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""7"", ""item_details"": {""description"": ""Filing Cabinet 4-Drawer Steel"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""8"", ""item_details"": {""description"": ""Whiteboard Magnetic 120x90cm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""9"", ""item_details"": {""description"": ""LED Desk Lamp Adjustable"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""10"", ""item_details"": {""description"": ""Whiteboard Magnetic 120x90cm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""11"", ""item_details"": {""description"": ""Whiteboard Magnetic 120x90cm"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""12"", ""item_details"": {""description"": ""LED Desk Lamp Adjustable"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""13"", ""item_details"": {""description"": ""A4 Paper Premium 80gsm 500-Sheet"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""14"", ""item_details"": {""description"": ""Monitor Arm Dual VESA"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""15"", ""item_details"": {""description"": ""Whiteboard Magnetic 120x90cm"", ""price"": 0, ""qty"": 1}}}]}",DE685,MY602830966712,PAY-527500-00034,2024-02-26,"{""subtotal"": 32629.98, ""tax_amount"": 2284.1, ""total_amount"": 34914.08, ""currency"": ""MYR"", ""line_items_json"": ""STRUCTURE_CORRECTED""}"
INV-TST-00035,peppol_bis_3,NL,SELL-37814,BAKK-9202,2025-07-15,EUR,4732.97,0.12,567.96,5300.93,"[{""line_id"": 1, ""description"": ""Cloud Hosting Monthly"", ""quantity"": 2, ""unit"": ""EA"", ""unit_price"": 443.02, ""line_total"": 886.04}, {""line_id"": 2, ""description"": ""Server Rack Unit 42U"", ""quantity"": 3, ""unit"": ""EA"", ""unit_price"": 1282.31, ""line_total"": 3846.93}]",NO424059894MVA,NL039900431B35,PAY-879425-00035,2025-07-28,{}
INV-TST-00036,facturx,DE,LEFE-2040,HOFF-5640,2025-05-05,EUR,147019.39,0.1,14701.94,161721.33,"[{""line_id"": 1, ""description"": ""Assembly Group 1"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 35066.68, ""line_total"": 35066.68, ""sub_items"": [{""line_id"": ""1.1"", ""description"": ""Business Process Consulting"", ""quantity"": 16, ""unit"": ""HUR"", ""unit_price"": 276.52, ""line_total"": 4424.32}, {""line_id"": ""1.2"", ""description"": ""Patent Filing Service"", ""quantity"": 19, ""unit"": ""EA"", ""unit_price"": 3960.92, ""line_total"": 75257.48}, {""line_id"": ""1.3"", ""description"": ""Patent Filing Service"", ""quantity"": 13, ""unit"": ""EA"", ""unit_price"": 3434.64, ""line_total"": 44650.32}]}, {""line_id"": 2, ""description"": ""Assembly Group 2"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 326.24, ""line_total"": 326.24, ""sub_items"": [{""line_id"": ""2.1"", ""description"": ""Tax Advisory Session"", ""quantity"": 4, ""unit"": ""HUR"", ""unit_price"": 288.07, ""line_total"": 1152.28}, {""line_id"": ""2.2"", ""description"": ""Translation Service EN-DE"", ""quantity"": 34, ""unit"": ""EA"", ""unit_price"": 0.13, ""line_total"": 4.42}]}, {""line_id"": 3, ""description"": ""Quality Management Certification"", ""quantity"": 34, ""unit"": ""EA"", ""unit_price"": 1408.69, ""line_total"": 47895.46}, {""line_id"": 4, ""description"": ""Compliance Training Workshop"", ""quantity"": 79, ""unit"": ""EA"", ""unit_price"": 414.79, ""line_total"": 32768.41}, {""line_id"": 5, ""description"": ""Compliance Training Workshop"", ""quantity"": 53, ""unit"": ""EA"", ""unit_price"": 584.2, ""line_total"": 30962.6}]",FRP8225374739,DE131133149,PAY-707723-00036,2025-05-10,{}
INV-TST-00037,pint_sg,DE,LION-9282,FISC-5052,2025-11-30,EUR,833.61,0.0,0.0,833.61,"[{""line_id"": 1, ""description"": ""Ball Bearing SKF 6205-2RS"", ""quantity"": 72, ""unit"": ""EA"", ""unit_price"": 13.17, ""line_total"": 948.24}, {""line_id"": 2, ""description"": ""Ball Bearing SKF 6205-2RS"", ""quantity"": 25, ""unit"": ""EA"", ""unit_price"": 11.7, ""line_total"": 292.5}]",SG690908397W,DE125254216,PAY-194524-00037,2025-12-26,"{""subtotal"": 833.61, ""tax_amount"": 0.0, ""total_amount"": 833.61, ""currency"": ""EUR"", ""line_items_json"": ""CURRENCY_CONVERTED""}"
INV-TST-00038,zugferd,NL,GRUB-1507,VISS-4346,2024-09-09,EUR,82842.44,0.2,16568.49,99410.93,"[{""line_id"": 1, ""description"": ""Assembly Group 1"", ""quantity"": 1, ""unit"": ""EA"", ""unit_price"": 67603.32, ""line_total"": 67603.32, ""sub_items"": [{""line_id"": ""1.1"", ""description"": ""Business Process Consulting"", ""quantity"": 8, ""unit"": ""HUR"", ""unit_price"": 242.28, ""line_total"": 1938.24}, {""line_id"": ""1.2"", ""description"": ""HR Recruitment Service"", ""quantity"": 18, ""unit"": ""EA"", ""unit_price"": 3648.06, ""line_total"": 65665.08}]}, {""line_id"": 2, ""description"": ""Legal Consultation"", ""quantity"": 52, ""unit"": ""HUR"", ""unit_price"": 293.06, ""line_total"": 15239.12}]",ATU40484343,NL627610053B73,PAY-569516-00038,2024-10-04,{}
INV-TST-00039,peppol_bis_3,DE,SELL-81879,KRÜG-1972,2025-08-09,EUR,23830.34,0.25,5957.58,29787.92,"[{""line_id"": 1, ""description"": ""Software License Enterprise Annual"", ""quantity"": 4, ""unit"": ""EA"", ""unit_price"": 2295.41, ""line_total"": 9181.64}, {""line_id"": 2, ""description"": ""IT Consultation"", ""quantity"": 69, ""unit"": ""HUR"", ""unit_price"": 212.3, ""line_total"": 14648.7}]",SE814036905555,DE544382984,PAY-162247-00039,2025-08-16,"{""tax_amount"": 5957.58, ""total_amount"": 29787.92}"
INV-TST-00040,xrechnung_ubl,FR,SCHM-9212,LEFE-5414,2025-08-08,EUR,230463.28,0.07,16132.43,246595.71,"{""invoice_lines"": [{""line"": {""id"": ""1"", ""item_details"": {""description"": ""Software License Enterprise Annual"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""2"", ""item_details"": {""description"": ""CAT6A Cable 305m Box"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""3"", ""item_details"": {""description"": ""Data Migration Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""4"", ""item_details"": {""description"": ""Data Migration Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""5"", ""item_details"": {""description"": ""IT Consultation"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""6"", ""item_details"": {""description"": ""Software License Enterprise Annual"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""7"", ""item_details"": {""description"": ""CAT6A Cable 305m Box"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""8"", ""item_details"": {""description"": ""IT Consultation"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""9"", ""item_details"": {""description"": ""Data Migration Service"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""10"", ""item_details"": {""description"": ""SSD 1TB NVMe Enterprise"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""11"", ""item_details"": {""description"": ""SSD 1TB NVMe Enterprise"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""12"", ""item_details"": {""description"": ""SSD 1TB NVMe Enterprise"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""13"", ""item_details"": {""description"": ""Cybersecurity Audit"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""14"", ""item_details"": {""description"": ""Server Rack Unit 42U"", ""price"": 0, ""qty"": 1}}}, {""line"": {""id"": ""15"", ""item_details"": {""description"": ""Cybersecurity Audit"", ""price"": 0, ""qty"": 1}}}]}",DE938375656,FRJJ691446826,PAY-253807-00040,2025-08-26,"{""line_items_json"": ""STRUCTURE_CORRECTED""}"
